IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
15,Artigas,2,Terrestre Auto,2020-03-07,14676,2020-03-16,14685,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",4.0,Secundaria completa,20,Brasil,1,Hotel,15,Artigas,2,Terrestre Auto,1,Auto propio,9,2,2000.0,900.0,415.85,0.0,90.74,300.0,0.0,200.0,93.42,78.57,157.14
10,Salto,3,Terrestre Bus,2018-08-02,14093,2018-08-09,14100,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",12,"Director, gerente",4.0,Secundaria completa,30,Paraguay,1,Hotel,10,Salto,3,Terrestre Bus,3,Taxi - Bus,7,2,1056.68,503.05,149.05,492.0,37.26,18.63,0.0,348.68,0.0,224.66,449.32
1,Colonia,5,Maritimo - Fluvial,2017-09-07,13764,2017-09-11,13768,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",2.0,Primaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,4,2,621.8,0.0,187.56,70.0,89.7,165.13,0.0,179.41,0.0,152.42,304.84
2,Puerto de montevideo,5,Maritimo - Fluvial,2022-07-24,15545,2022-07-27,15548,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,1000.0,186.67,171.96,241.88,219.78,151.56,0.0,270.03,0.0,235.63,471.25
1,Colonia,5,Maritimo - Fluvial,2019-11-29,14577,2019-12-03,14581,1,Uruguay,21,Montevideo,9,Estudios,3,Estudiante,5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,4,1,500.0,200.0,150.0,85.0,70.1,0.0,0.0,0.0,79.9,49.53,49.53
7,Fray Bentos,3,Terrestre Bus,2017-09-02,13759,2017-09-05,13762,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,4,Vivienda Propia,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,3,2,700.0,150.0,131.31,32.0,62.8,154.15,34.26,167.47,0.0,90.02,180.04
3,Aeropuerto de Carrasco,1,Aereo,2020-01-18,14627,2020-02-07,14647,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,20,1,2431.66,0.0,1173.06,1400.0,651.34,225.42,0.0,381.84,0.0,293.36,293.36
1,Colonia,5,Maritimo - Fluvial,2017-04-02,13606,2017-04-06,13610,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,4,2,840.0,280.57,164.24,64.0,75.27,171.08,0.0,148.84,0.0,194.34,388.67
3,Aeropuerto de Carrasco,1,Aereo,2022-11-12,15656,2022-12-02,15676,1,Uruguay,32,Rocha,1,"Ocio, Recreo, Vacaciones",8,Desocupado,6.0,Terciaria completa,31,Chile,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,20,2,1000.0,0.0,555.86,676.13,222.03,0.0,0.0,0.0,222.11,101.75,101.76
1,Colonia,5,Maritimo - Fluvial,2017-03-18,13591,2017-03-26,13599,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,8,2,1000.0,0.0,275.48,0.0,0.0,0.0,0.0,184.57,539.94,150.92,301.84
7,Fray Bentos,2,Terrestre Auto,2024-04-18,16179,2024-04-20,16181,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,2,3,389.82,0.0,155.93,0.0,77.96,0.0,0.0,155.93,0.0,265.12,795.35
13,Rivera,2,Terrestre Auto,2024-02-28,16129,2024-03-04,16134,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,20,Brasil,12,"Cabañas, Bungalows",13,Rivera,2,Terrestre Auto,1,Auto propio,5,4,800.0,195.48,143.42,0.0,50.97,201.92,0.0,171.12,37.09,146.62,586.47
3,Aeropuerto de Carrasco,1,Aereo,2023-08-23,15940,2023-08-30,15947,1,Uruguay,32,Rocha,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,2,843.65,315.68,245.41,0.0,73.41,0.0,0.0,209.15,0.0,327.16,654.32
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-06-08,16230,2024-06-20,16242,1,Uruguay,20,Canelones,9,Estudios,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,12,1,509.32,0.0,254.66,98.04,82.92,50.93,0.0,30.61,90.19,43.21,43.21
13,Rivera,2,Terrestre Auto,2019-02-20,14295,2019-02-27,14302,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,7,4,766.64,360.51,187.96,0.0,33.64,0.0,0.0,154.01,30.51,145.21,580.85
3,Aeropuerto de Carrasco,1,Aereo,2020-01-22,14631,2020-01-29,14638,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,7,4,1873.91,907.91,374.78,750.0,187.39,0.0,26.77,377.06,0.0,237.37,949.48
10,Salto,2,Terrestre Auto,2018-07-18,14078,2018-07-26,14086,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,30,Paraguay,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,4,Auto familiares / amigos,8,1,350.0,0.0,100.0,250.0,0.0,19.82,0.0,150.0,80.18,213.42,213.42
10,Salto,2,Terrestre Auto,2017-06-07,13672,2017-06-12,13677,1,Uruguay,60,Salto,10,Compras,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,0,Sin Datos,5,2,738.0,300.0,150.0,0.0,30.0,0.0,0.0,258.0,0.0,112.3,224.6
7,Fray Bentos,2,Terrestre Auto,2023-01-08,15713,2023-01-20,15725,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,12,3,1500.0,271.75,400.0,0.0,100.0,300.0,0.0,98.43,329.82,79.35,78.43
1,Colonia,5,Maritimo - Fluvial,2025-02-18,16485,2025-02-21,16488,1,Uruguay,21,Montevideo,10,Compras,24,Trabajador Independiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,1000.0,246.34,211.95,0.0,215.34,0.0,0.0,326.37,0.0,243.36,243.36
3,Aeropuerto de Carrasco,1,Aereo,2023-11-02,16011,2023-11-09,16018,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,2,1027.51,311.48,269.93,972.49,73.59,246.8,125.72,0.0,0.0,186.25,372.51
8,Paysandú,2,Terrestre Auto,2025-05-12,16568,2025-05-13,16569,1,Uruguay,61,Paysandu,10,Compras,99,Otros,,,10,Argentina,31,Ninguno,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,2,83.97,0.0,0.0,0.0,0.0,0.0,0.0,83.97,0.0,364.14,728.29
2,Puerto de montevideo,5,Maritimo - Fluvial,2025-09-08,16687,2025-09-09,16688,10,Argentina,21,Montevideo,12,MICE,25,Trabajador dependiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,1,1,79.69,29.27,25.39,0.0,25.03,0.0,0.0,0.0,0.0,477.72,477.72
10,Salto,2,Terrestre Auto,2023-03-20,15784,2023-03-22,15786,1,Uruguay,60,Salto,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,2,587.52,0.0,101.56,0.0,119.93,131.44,0.0,234.59,0.0,299.89,599.78
3,Aeropuerto de Carrasco,1,Aereo,2022-12-22,15696,2022-12-28,15702,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,6,2,2645.7,524.63,488.4,354.3,597.85,0.0,0.0,384.93,649.88,161.61,323.22
14,Nueva Palmira,5,Maritimo - Fluvial,2023-08-10,15927,2023-08-15,15932,1,Uruguay,10,Colonia,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,14,Nueva Palmira,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,300.0,0.0,100.0,75.0,0.0,35.61,0.0,80.0,84.39,14.63,14.63
10,Salto,2,Terrestre Auto,2019-04-29,14363,2019-05-06,14370,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,2,Appart Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,7,1,1153.11,300.0,250.0,0.0,60.0,150.0,0.0,107.14,285.97,191.63,191.63
10,Salto,2,Terrestre Auto,2023-01-08,15713,2023-01-10,15715,1,Uruguay,51,Artigas,10,Compras,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,2,2,1000.0,154.99,145.83,0.0,174.25,0.0,0.0,336.83,188.11,79.35,78.43
10,Salto,2,Terrestre Auto,2024-04-01,16162,2024-04-12,16173,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",,,30,Paraguay,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.71,267.42
3,Aeropuerto de Carrasco,1,Aereo,2019-10-13,14530,2019-10-20,14537,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,7,2,1400.0,0.0,500.0,0.0,200.0,50.0,50.0,500.0,100.0,205.41,410.81
1,Colonia,5,Maritimo - Fluvial,2018-11-24,14207,2018-11-26,14209,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,2,429.88,170.42,64.96,211.0,40.58,77.02,0.0,76.91,0.0,271.68,543.36
7,Fray Bentos,3,Terrestre Bus,2024-03-15,16145,2024-03-20,16150,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,5,3,1200.0,295.61,200.0,550.0,40.0,100.0,0.0,251.0,313.39,297.73,893.19
3,Aeropuerto de Carrasco,1,Aereo,2025-02-14,16481,2025-02-21,16488,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,,,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,5,Ninguno,7,1,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,431.9,431.9
1,Colonia,5,Maritimo - Fluvial,2023-01-11,15716,2023-01-16,15721,10,Argentina,31,Maldonado,2,Visita familiares / amigos,2,Ama de casa,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,244.25,0.0,126.95,119.92,0.0,0.0,0.0,117.29,0.0,79.35,78.43
7,Fray Bentos,2,Terrestre Auto,2017-07-04,13699,2017-07-12,13707,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",2.0,Primaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,0,Sin Datos,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.41,187.41
13,Rivera,2,Terrestre Auto,2019-02-19,14294,2019-02-27,14302,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,8,7,3716.05,1792.49,934.55,0.0,167.26,0.0,0.0,670.04,151.7,145.21,1016.49
8,Paysandú,2,Terrestre Auto,2025-07-05,16622,2025-07-09,16626,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,4,4,1000.0,300.0,187.47,0.0,186.48,121.31,0.0,0.0,204.74,123.92,495.68
4,Chuy,2,Terrestre Auto,2019-10-23,14540,2019-10-29,14546,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,4,Chuy,2,Terrestre Auto,1,Auto propio,6,4,1800.0,0.0,425.19,0.0,86.92,577.52,264.07,446.31,0.0,90.93,363.71
1,Colonia,5,Maritimo - Fluvial,2023-01-20,15725,2023-01-22,15727,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,2,600.0,50.0,114.64,150.0,136.99,148.37,0.0,150.0,0.0,79.35,78.43
8,Paysandú,2,Terrestre Auto,2022-12-28,15702,2022-12-28,15702,1,Uruguay,61,Paysandu,10,Compras,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,11,Otros,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,1,38.37,0.0,0.0,0.0,0.0,0.0,0.0,38.37,0.0,502.85,502.85
17,Melo - Aceguá,2,Terrestre Auto,2017-10-29,13816,2017-11-06,13824,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,20,Brasil,12,"Cabañas, Bungalows",17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,8,2,1025.37,350.0,200.0,0.0,165.94,150.0,0.0,100.0,59.44,109.77,219.55
16,Bella Unión,2,Terrestre Auto,2024-08-23,16306,2024-08-28,16311,1,Uruguay,60,Salto,3,Trabajo / Profesion,27,Profesional dependiente,,,20,Brasil,1,Hotel,16,Bella Unión,2,Terrestre Auto,1,Auto propio,5,2,1000.0,450.0,200.0,0.0,30.0,0.0,0.0,268.06,51.94,271.78,543.55
3,Aeropuerto de Carrasco,1,Aereo,2018-02-23,13933,2018-03-02,13940,1,Uruguay,20,Canelones,3,Trabajo / Profesion,12,"Director, gerente",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,7,1,797.69,651.18,0.0,1002.31,0.0,0.0,0.0,0.0,146.51,221.78,221.78
7,Fray Bentos,2,Terrestre Auto,2018-04-18,13987,2018-04-24,13993,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,4,2700.0,977.66,586.69,0.0,277.86,276.67,0.0,581.11,0.0,118.49,473.95
16,Bella Unión,2,Terrestre Auto,2023-12-21,16060,2023-12-28,16067,1,Uruguay,51,Artigas,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,7,3,297.89,0.0,122.7,0.0,41.57,0.0,0.0,104.58,29.04,307.95,923.85
7,Fray Bentos,2,Terrestre Auto,2024-07-16,16268,2024-07-20,16272,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,2,578.7,109.94,101.56,0.0,125.66,0.0,0.0,117.29,124.25,304.72,609.43
8,Paysandú,2,Terrestre Auto,2018-05-20,14019,2018-05-27,14026,1,Uruguay,20,Canelones,2,Visita familiares / amigos,4,Rentista,2.0,Primaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.9,542.9
18,Río Branco,2,Terrestre Auto,2025-01-23,16459,2025-02-07,16474,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,30,Vivienda arrendada X plataforma,18,Río Branco,2,Terrestre Auto,1,Auto propio,15,4,2800.0,1100.0,752.59,0.0,294.9,353.2,0.0,299.32,0.0,138.36,553.43
3,Aeropuerto de Carrasco,1,Aereo,2018-07-31,14091,2018-08-05,14096,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,5,1,1245.95,350.0,120.95,1100.0,100.0,0.0,0.0,600.0,75.0,201.49,201.49
3,Aeropuerto de Carrasco,1,Aereo,2022-03-04,15403,2022-03-07,15406,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,3,Hostel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,3,2,891.6,111.15,101.95,0.0,24.89,270.37,118.09,239.23,25.91,168.18,336.35
16,Bella Unión,2,Terrestre Auto,2024-08-09,16292,2024-08-12,16295,1,Uruguay,51,Artigas,2,Visita familiares / amigos,25,Trabajador dependiente,,,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,3,2,598.65,0.0,105.17,0.0,37.53,246.8,0.0,209.15,0.0,271.78,543.55
1,Colonia,5,Maritimo - Fluvial,2023-01-26,15731,2023-01-29,15734,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,300.0,66.46,62.53,0.0,74.72,0.0,0.0,96.29,0.0,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2019-11-23,14571,2019-12-04,14582,1,Uruguay,12,Rio Negro,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,61,Oriente Medio,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,11,1,6000.0,1970.91,667.07,4108.33,1681.01,0.0,0.0,0.0,1681.01,226.29,226.29
7,Fray Bentos,2,Terrestre Auto,2022-04-25,15455,2022-04-29,15459,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,2,486.04,0.0,194.42,0.0,97.21,0.0,0.0,194.42,0.0,219.17,438.35
1,Colonia,5,Maritimo - Fluvial,2022-05-23,15483,2022-05-25,15485,1,Uruguay,10,Colonia,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,2,1,123.13,0.0,49.53,98.14,0.0,0.0,0.0,73.61,0.0,449.77,449.77
10,Salto,2,Terrestre Auto,2018-10-02,14154,2018-10-05,14157,1,Uruguay,60,Salto,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,3,1,400.0,150.0,70.0,0.0,24.73,0.0,0.0,84.09,71.18,202.44,202.44
7,Fray Bentos,2,Terrestre Auto,2019-03-06,14309,2019-03-12,14315,1,Uruguay,30,Lavalleja,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",7.0,Otros,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,2,1813.21,400.0,200.0,0.0,425.55,139.68,0.0,200.0,447.98,217.4,434.8
1,Colonia,5,Maritimo - Fluvial,2025-05-01,16557,2025-05-05,16561,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,4,1,287.89,0.0,104.3,105.08,0.0,67.49,0.0,0.0,116.11,251.5,251.5
8,Paysandú,2,Terrestre Auto,2024-03-06,16136,2024-03-12,16142,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,6,2,400.0,0.0,141.18,0.0,150.12,0.0,0.0,108.7,0.0,611.75,1223.51
18,Río Branco,2,Terrestre Auto,2020-01-04,14613,2020-01-13,14622,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,12,"Cabañas, Bungalows",18,Río Branco,2,Terrestre Auto,1,Auto propio,9,3,1500.0,600.0,400.0,0.0,56.96,237.09,0.0,80.0,125.95,260.46,781.38
1,Colonia,5,Maritimo - Fluvial,2023-09-18,15966,2023-09-22,15970,1,Uruguay,21,Montevideo,10,Compras,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,1,500.0,156.95,146.06,0.0,0.0,0.0,28.3,168.69,0.0,427.72,427.72
3,Aeropuerto de Carrasco,1,Aereo,2022-11-07,15651,2022-11-10,15654,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,31,Chile,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,3,2,826.1,400.0,250.0,1200.0,100.0,0.0,0.0,0.0,76.1,263.54,527.08
8,Paysandú,2,Terrestre Auto,2022-12-15,15689,2022-12-20,15694,1,Uruguay,52,Cerro Largo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,4,600.0,135.7,127.68,0.0,152.56,66.1,0.0,117.96,0.0,79.35,78.43
8,Paysandú,2,Terrestre Auto,2023-01-04,15709,2023-01-10,15715,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,6,3,810.1,161.91,152.34,0.0,182.04,0.0,0.0,117.29,196.52,79.35,78.43
7,Fray Bentos,3,Terrestre Bus,2019-06-28,14423,2019-07-02,14427,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,4,2,1400.0,332.05,187.07,133.04,312.01,0.0,0.0,219.12,349.76,166.27,332.54
16,Bella Unión,2,Terrestre Auto,2024-04-14,16175,2024-04-19,16180,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,16,Bella Unión,2,Terrestre Auto,1,Auto propio,5,3,366.44,118.51,87.65,0.0,30.6,0.0,0.0,104.58,25.11,133.71,401.13
3,Aeropuerto de Carrasco,1,Aereo,2022-12-22,15696,2022-12-29,15703,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,7,2,1926.0,942.16,279.16,2074.0,69.79,334.89,0.0,300.0,0.0,161.61,323.22
3,Aeropuerto de Carrasco,1,Aereo,2017-05-05,13639,2017-05-11,13645,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,6,1,734.0,210.0,138.0,66.0,54.0,0.0,0.0,74.0,258.0,131.68,131.68
18,Río Branco,2,Terrestre Auto,2020-01-24,14633,2020-01-25,14634,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,1,2,122.88,66.13,33.64,0.0,7.2,0.0,0.0,0.0,15.91,260.46,520.92
